id,uid,date,attendance,time_valid,neutral_site,conference_competition,recent,notes,start_date,type_id,type_abbreviation,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_is_active,home_logo,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_is_active,away_logo,game_id,season,season_type,away_color,away_alternate_color,away_venue_id,home_color,home_alternate_color,home_venue_id,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_capacity,venue_indoor,status_type_alt_detail,PBP
260618005,s:40~l:59~e:260618005~c:260618005,2006-06-18T22:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-18T22:00Z,1,STD,0,0,5,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,260618005,2006,2,"","",,e2382f,08265b,,,"","","",,,OT,TRUE
260618008,s:40~l:59~e:260618008~c:260618008,2006-06-18T22:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-18T22:00Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,260618008,2006,2,3a267d,e56020,1949,005084,47a757,2029,2029,Target Center,Minneapolis,MN,19006,FALSE,"",TRUE
260617006,s:40~l:59~e:260617006~c:260617006,2006-06-18T02:30Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-18T02:30Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,260617006,2006,2,de6b36,002d62,2160,532481,49ac9c,1841,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,"",TRUE
260617019,s:40~l:59~e:260617019~c:260617019,2006-06-18T00:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-18T00:00Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,FALSE,"",260617019,2006,2,000000,c7cfd4,780,4f91cd,f1f2f3,1847,,"","","",,,"",TRUE
260617003,s:40~l:59~e:260617003~c:260617003,2006-06-17T23:30Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-17T23:30Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,FALSE,"",4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,260617003,2006,2,"","",,11213e,c5d646,1911,3419,The Palace of Auburn Hills,Detroit,MI,22076,FALSE,"",TRUE
260617016,s:40~l:59~e:260617016~c:260617016,2006-06-17T22:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-17T22:00Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,260617016,2006,2,0d79b9,89c9bf,1826,e03a3e,09295a,1823,,"","","",,,"",TRUE
260617013,s:40~l:59~e:260617013~c:260617013,2006-06-17T20:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-17T20:00Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,260617013,2006,2,05452a,f7c43c,2184,"","",,,"","","",,,"",TRUE
260616011,s:40~l:59~e:260616011~c:260616011,2006-06-17T02:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-17T02:00Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,260616011,2006,2,de6b36,002d62,2160,3a267d,e56020,1949,,"","","",,,"",TRUE
260616017,s:40~l:59~e:260616017~c:260616017,2006-06-17T00:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-17T00:00Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,FALSE,"",8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,260616017,2006,2,005084,47a757,2029,000000,c7cfd4,780,,"","","",,,"",TRUE
260616003,s:40~l:59~e:260616003~c:260616003,2006-06-16T23:30Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-16T23:30Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,FALSE,"",5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,260616003,2006,2,e2382f,08265b,,11213e,c5d646,1911,3419,The Palace of Auburn Hills,Detroit,MI,22076,FALSE,"",TRUE
260616009,s:40~l:59~e:260616009~c:260616009,2006-06-16T23:30Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-16T23:30Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,260616009,2006,2,"","",,0d79b9,89c9bf,1826,1830,Madison Square Garden,New York,NY,19763,FALSE,"",TRUE
260615019,s:40~l:59~e:260615019~c:260615019,2006-06-16T00:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-16T00:00Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,260615019,2006,2,05452a,f7c43c,2184,4f91cd,f1f2f3,1847,,"","","",,,"",TRUE
260615001,s:40~l:59~e:260615001~c:260615001,2006-06-15T23:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-15T23:00Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,260615001,2006,2,e03a3e,09295a,1823,"","",,,"","","",,,"",TRUE
260614004,s:40~l:59~e:260614004~c:260614004,2006-06-15T00:30Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-15T00:30Z,1,STD,0,0,5,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,4,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,260614004,2006,2,"","",,"","",,,"","","",,,OT,TRUE
260614008,s:40~l:59~e:260614008~c:260614008,2006-06-15T00:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-15T00:00Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,260614008,2006,2,05452a,f7c43c,2184,005084,47a757,2029,2029,Target Center,Minneapolis,MN,19006,FALSE,"",TRUE
260613006,s:40~l:59~e:260613006~c:260613006,2006-06-14T02:30Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-14T02:30Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,260613006,2006,2,3a267d,e56020,1949,532481,49ac9c,1841,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,"",TRUE
260613009,s:40~l:59~e:260613009~c:260613009,2006-06-13T23:30Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-13T23:30Z,1,STD,0,0,5,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,4,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,260613009,2006,2,e2382f,08265b,,0d79b9,89c9bf,1826,1830,Madison Square Garden,New York,NY,19763,FALSE,OT,TRUE
260613016,s:40~l:59~e:260613016~c:260613016,2006-06-13T23:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-13T23:00Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,260613016,2006,2,"","",,e03a3e,09295a,1823,,"","","",,,"",TRUE
260611005,s:40~l:59~e:260611005~c:260611005,2006-06-11T22:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-11T22:00Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,260611005,2006,2,05452a,f7c43c,2184,e2382f,08265b,,,"","","",,,"",TRUE
260611008,s:40~l:59~e:260611008~c:260611008,2006-06-11T22:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-11T22:00Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,260611008,2006,2,"","",,005084,47a757,2029,2029,Target Center,Minneapolis,MN,19006,FALSE,"",TRUE
260611018,s:40~l:59~e:260611018~c:260611018,2006-06-11T20:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-11T20:00Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,260611018,2006,2,e03a3e,09295a,1823,de6b36,002d62,2160,2160,Mohegan Sun Arena,Uncasville,CT,10000,TRUE,"",TRUE
260610013,s:40~l:59~e:260610013~c:260610013,2006-06-11T02:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-11T02:00Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,260610013,2006,2,4f91cd,f1f2f3,1847,"","",,,"","","",,,"",TRUE
260610017,s:40~l:59~e:260610017~c:260610017,2006-06-11T00:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-11T00:00Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,FALSE,"",9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,260610017,2006,2,0d79b9,89c9bf,1826,000000,c7cfd4,780,,"","","",,,"",TRUE
260609006,s:40~l:59~e:260609006~c:260609006,2006-06-10T02:30Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-10T02:30Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,260609006,2006,2,4f91cd,f1f2f3,1847,532481,49ac9c,1841,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,"",TRUE
260609011,s:40~l:59~e:260609011~c:260609011,2006-06-10T02:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-10T02:00Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,FALSE,"",260609011,2006,2,11213e,c5d646,1911,3a267d,e56020,1949,,"","","",,,"",TRUE
260609004,s:40~l:59~e:260609004~c:260609004,2006-06-10T00:30Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-10T00:30Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,260609004,2006,2,0d79b9,89c9bf,1826,"","",,,"","","",,,"",TRUE
260609017,s:40~l:59~e:260609017~c:260609017,2006-06-10T00:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-10T00:00Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,FALSE,"",8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,260609017,2006,2,005084,47a757,2029,000000,c7cfd4,780,,"","","",,,"",TRUE
260609001,s:40~l:59~e:260609001~c:260609001,2006-06-09T23:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-09T23:00Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,260609001,2006,2,e2382f,08265b,,"","",,,"","","",,,"",TRUE
260609018,s:40~l:59~e:260609018~c:260609018,2006-06-09T23:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-09T23:00Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,260609018,2006,2,05452a,f7c43c,2184,de6b36,002d62,2160,2160,Mohegan Sun Arena,Uncasville,CT,10000,TRUE,"",TRUE
260607006,s:40~l:59~e:260607006~c:260607006,2006-06-08T02:30Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-08T02:30Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,FALSE,"",260607006,2006,2,11213e,c5d646,1911,532481,49ac9c,1841,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,"",TRUE
260607014,s:40~l:59~e:260607014~c:260607014,2006-06-08T02:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-08T02:00Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,260607014,2006,2,4f91cd,f1f2f3,1847,05452a,f7c43c,2184,2184,KeyArena,Seattle,WA,17459,TRUE,"",TRUE
260607005,s:40~l:59~e:260607005~c:260607005,2006-06-07T23:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-07T23:00Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,260607005,2006,2,e03a3e,09295a,1823,e2382f,08265b,,,"","","",,,"",TRUE
260607009,s:40~l:59~e:260607009~c:260607009,2006-06-07T15:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-07T15:00Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,260607009,2006,2,de6b36,002d62,2160,0d79b9,89c9bf,1826,1830,Madison Square Garden,New York,NY,19763,FALSE,"",TRUE
260606011,s:40~l:59~e:260606011~c:260606011,2006-06-07T02:30Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-07T02:30Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,260606011,2006,2,"","",,3a267d,e56020,1949,,"","","",,,"",TRUE
260606016,s:40~l:59~e:260606016~c:260606016,2006-06-06T23:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-06T23:00Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,260606016,2006,2,"","",,e03a3e,09295a,1823,,"","","",,,"",TRUE
260604014,s:40~l:59~e:260604014~c:260604014,2006-06-05T01:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-05T01:00Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,FALSE,"",260604014,2006,2,000000,c7cfd4,780,05452a,f7c43c,2184,2184,KeyArena,Seattle,WA,17459,TRUE,"",TRUE
260604019,s:40~l:59~e:260604019~c:260604019,2006-06-04T23:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-04T23:00Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,FALSE,"",260604019,2006,2,11213e,c5d646,1911,4f91cd,f1f2f3,1847,,"","","",,,"",TRUE
260604004,s:40~l:59~e:260604004~c:260604004,2006-06-04T22:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-04T22:00Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,260604004,2006,2,005084,47a757,2029,"","",,,"","","",,,"",TRUE
260603009,s:40~l:59~e:260603009~c:260603009,2006-06-03T20:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-03T20:00Z,1,STD,0,0,5,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,4,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,260603009,2006,2,532481,49ac9c,1841,0d79b9,89c9bf,1826,1830,Madison Square Garden,New York,NY,19763,FALSE,OT,TRUE
260603016,s:40~l:59~e:260603016~c:260603016,2006-06-03T20:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-03T20:00Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,FALSE,"",260603016,2006,2,11213e,c5d646,1911,e03a3e,09295a,1823,,"","","",,,"",TRUE
260603018,s:40~l:59~e:260603018~c:260603018,2006-06-03T20:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-03T20:00Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,260603018,2006,2,"","",,de6b36,002d62,2160,2160,Mohegan Sun Arena,Uncasville,CT,10000,TRUE,"",TRUE
260602013,s:40~l:59~e:260602013~c:260602013,2006-06-03T02:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-03T02:00Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,FALSE,"",260602013,2006,2,000000,c7cfd4,780,"","",,,"","","",,,"",TRUE
260602014,s:40~l:59~e:260602014~c:260602014,2006-06-03T02:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2006-06-03T02:00Z,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,260602014,2006,2,3a267d,e56020,1949,05452a,f7c43c,2184,2184,KeyArena,Seattle,WA,17459,TRUE,"",TRUE
