id,uid,date,attendance,time_valid,neutral_site,conference_competition,recent,notes,start_date,type_id,type_abbreviation,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_color,home_alternate_color,home_is_active,home_venue_id,home_logo,home_conference_id,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_color,away_alternate_color,away_is_active,away_venue_id,away_logo,away_conference_id,game_id,season,season_type,status_type_alt_detail,tournament_id,groups_id,groups_name,groups_short_name,groups_is_conference,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_capacity,venue_indoor
263140239,s:40~l:54~e:263140239~c:263140239,2006-11-11T01:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'PRESEASON WNIT'}]",2006-11-11T01:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,239,s:40~l:54~t:239,Baylor,Bears,BAY,Baylor Bears,Baylor,004834,ffb81c,True,1049,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,8,249,s:40~l:54~t:249,North Texas,Mean Green,UNT,North Texas Mean Green,North Texas,00853D,000000,True,1938,https://a.espncdn.com/i/teamlogos/ncaa/500/249.png,27,263140239,2007,2,,,,,,,,,,,,
263140030,s:40~l:54~e:263140030~c:263140030,2006-11-11T03:00Z,0,True,False,False,False,[],2006-11-11T03:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,30,s:40~l:54~t:30,USC,Trojans,USC,USC Trojans,USC,ffc72c,ae2531,True,1918,https://a.espncdn.com/i/teamlogos/ncaa/500/30.png,21,299,s:40~l:54~t:299,Long Beach State,Beach,LBSU,Long Beach State Beach,Long Beach St,000000,f1f2f3,True,539,https://a.espncdn.com/i/teamlogos/ncaa/500/299.png,9,263140030,2007,2,,,,,,,,,,,,
263140252,s:40~l:54~e:263140252~c:263140252,2006-11-11T02:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'PRESEASON WNIT'}]",2006-11-11T02:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,252,s:40~l:54~t:252,BYU,Cougars,BYU,BYU Cougars,BYU,001E4C,ffffff,True,2108,https://a.espncdn.com/i/teamlogos/ncaa/500/252.png,44,304,s:40~l:54~t:304,Idaho State,Bengals,IDST,Idaho State Bengals,Idaho State,ef8c00,e9a126,True,1904,https://a.espncdn.com/i/teamlogos/ncaa/500/304.png,5,263140252,2007,2,,,,,,,,,,,,
263140145,s:40~l:54~e:263140145~c:263140145,2006-11-10T17:00Z,0,True,False,False,False,[],2006-11-10T17:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,145,s:40~l:54~t:145,Ole Miss,Rebels,MISS,Ole Miss Rebels,Ole Miss,001148,00205b,True,5168,https://a.espncdn.com/i/teamlogos/ncaa/500/145.png,23,2545,s:40~l:54~t:2545,SE Louisiana,Lady Lions,SELA,SE Louisiana Lady Lions,SE Louisiana,215732,ffc72c,True,2040,https://a.espncdn.com/i/teamlogos/ncaa/500/2545.png,25,263140145,2007,2,,,,,,,,,,,,
263140171,s:40~l:54~e:263140171~c:263140171,2006-11-10T18:00Z,0,True,False,False,False,[],2006-11-10T18:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,171,s:40~l:54~t:171,Columbia,Lions,CLMB,Columbia Lions,Columbia,174785,004b85,True,2002,https://a.espncdn.com/i/teamlogos/ncaa/500/171.png,12,2352,s:40~l:54~t:2352,Loyola (MD),Greyhounds,L-MD,Loyola (MD) Greyhounds,Loyola (MD),76a7a0,c9cbca,True,2093,https://a.espncdn.com/i/teamlogos/ncaa/500/2352.png,13,263140171,2007,2,,,,,,,,,,,,
263140045,s:40~l:54~e:263140045~c:263140045,2006-11-10T20:00Z,0,True,False,False,False,[],2006-11-10T20:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,45,s:40~l:54~t:45,George Washington,Colonials,GW,George Washington Colonials,G Washington,002843,e8d2a1,True,2125,https://a.espncdn.com/i/teamlogos/ncaa/500/45.png,3,2378,s:40~l:54~t:2378,UMBC,Retrievers,UMBC,UMBC Retrievers,UMBC,000000,ad860a,True,6008,https://a.espncdn.com/i/teamlogos/ncaa/500/2378.png,1,263140045,2007,2,,,,,,,,,,,,
263140087,s:40~l:54~e:263140087~c:263140087,2006-11-10T21:00Z,0,True,False,False,False,[],2006-11-10T21:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,87,s:40~l:54~t:87,Notre Dame,Fighting Irish,ND,Notre Dame Fighting Irish,Notre Dame,00122b,ae9142,True,282,https://a.espncdn.com/i/teamlogos/ncaa/500/87.png,4,2117,s:40~l:54~t:2117,Central Michigan,Chippewas,CMU,Central Michigan Chippewas,C Michigan,6a0032,ffffff,True,2087,https://a.espncdn.com/i/teamlogos/ncaa/500/2117.png,14,263140087,2007,2,,,,,,,,,,,,
263142540,s:40~l:54~e:263142540~c:263142540,2006-11-10T22:00Z,0,True,False,False,False,[],2006-11-10T22:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2540,s:40~l:54~t:2540,UC Santa Barbara,Gauchos,UCSB,UC Santa Barbara Gauchos,UCSB,1D1160,fdb813,True,470,https://a.espncdn.com/i/teamlogos/ncaa/500/2540.png,9,2502,s:40~l:54~t:2502,Portland State,Vikings,PRST,Portland State Vikings,Portland State,00311e,ebebeb,True,6020,https://a.espncdn.com/i/teamlogos/ncaa/500/2502.png,5,263142540,2007,2,,,,,,,,,,,,
263142174,s:40~l:54~e:263142174~c:263142174,2006-11-10T22:00Z,0,True,False,False,False,[],2006-11-10T22:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2174,s:40~l:54~t:2174,Detroit Mercy,Titans,DET,Detroit Mercy Titans,Detroit Mercy,165b9e,d31733,True,2005,https://a.espncdn.com/i/teamlogos/ncaa/500/2174.png,45,189,s:40~l:54~t:189,Bowling Green,Falcons,BGSU,Bowling Green Falcons,Bowling Green,2b1000,492000,True,2220,https://a.espncdn.com/i/teamlogos/ncaa/500/189.png,14,263142174,2007,2,,,,,,,,,,,,
263140331,s:40~l:54~e:263140331~c:263140331,2006-11-10T22:00Z,0,True,False,False,False,[],2006-11-10T22:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,331,s:40~l:54~t:331,Eastern Washington,Eagles,EWU,Eastern Washington Eagles,E Washington,a10022,abb4bc,True,1959,https://a.espncdn.com/i/teamlogos/ncaa/500/331.png,5,148,s:40~l:54~t:148,Montana Tech,Orediggers,MT,Montana Tech Orediggers,MT Tech,000000,,False,,,,263140331,2007,2,,,,,,,,,,,,
263140235,s:40~l:54~e:263140235~c:263140235,2006-11-10T22:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'CARDINAL CLASSIC AT LOUISVILLE KY'}]",2006-11-10T22:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,235,s:40~l:54~t:235,Memphis,Tigers,MEM,Memphis Tigers,Memphis,003087,898d8d,True,2202,https://a.espncdn.com/i/teamlogos/ncaa/500/235.png,11,2737,s:40~l:54~t:2737,Winthrop,Eagles,WIN,Winthrop Eagles,Winthrop,9e0b0e,fdb41e,True,1922,https://a.espncdn.com/i/teamlogos/ncaa/500/2737.png,6,263140235,2007,2,,,,,,,,,,,,
263140057,s:40~l:54~e:263140057~c:263140057,2006-11-10T22:00Z,0,True,False,False,False,[],2006-11-10T22:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,57,s:40~l:54~t:57,Florida,Gators,FLA,Florida Gators,Florida,0021A5,0021a5,True,360,https://a.espncdn.com/i/teamlogos/ncaa/500/57.png,23,2454,s:40~l:54~t:2454,North Florida,Ospreys,UNF,North Florida Ospreys,North Florida,004B8D,babcbe,True,2123,https://a.espncdn.com/i/teamlogos/ncaa/500/2454.png,46,263140057,2007,2,,,,,,,,,,,,
263140259,s:40~l:54~e:263140259~c:263140259,2006-11-10T22:30Z,0,True,False,False,False,[],2006-11-10T22:30Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,259,s:40~l:54~t:259,Virginia Tech,Hokies,VT,Virginia Tech Hokies,Virginia Tech,74232D,c2c1ba,True,2119,https://a.espncdn.com/i/teamlogos/ncaa/500/259.png,2,2515,s:40~l:54~t:2515,Radford,Highlanders,RAD,Radford Highlanders,Radford,BC1515,c2c3c0,True,1901,https://a.espncdn.com/i/teamlogos/ncaa/500/2515.png,6,263140259,2007,2,,,,,,,,,,,,
263140227,s:40~l:54~e:263140227~c:263140227,2006-11-10T22:30Z,0,True,False,False,False,[],2006-11-10T22:30Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,227,s:40~l:54~t:227,Rhode Island,Rams,URI,Rhode Island Rams,Rhode Island,091f3f,5ab3e8,True,,https://a.espncdn.com/i/teamlogos/ncaa/500/227.png,3,258,s:40~l:54~t:258,Virginia,Cavaliers,UVA,Virginia Cavaliers,Virginia,f84c1e,ffffff,True,1927,https://a.espncdn.com/i/teamlogos/ncaa/500/258.png,2,263140227,2007,2,,,,,,,,,,,,
263142377,s:40~l:54~e:263142377~c:263142377,2006-11-10T23:00Z,0,True,False,False,False,[],2006-11-10T23:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2377,s:40~l:54~t:2377,McNeese,Cowgirls,MCNS,McNeese Cowgirls,McNeese,00529C,,True,6007,https://a.espncdn.com/i/teamlogos/ncaa/500/2377.png,25,2433,s:40~l:54~t:2433,UL Monroe,Warhawks,ULM,UL Monroe Warhawks,UL Monroe,231F20,b18445,True,2061,https://a.espncdn.com/i/teamlogos/ncaa/500/2433.png,27,263142377,2007,2,,,,,,,,,,,,
263142099,s:40~l:54~e:263142099~c:263142099,2006-11-10T23:00Z,0,True,False,False,False,[],2006-11-10T23:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2099,s:40~l:54~t:2099,Canisius,Golden Griffins,CAN,Canisius Golden Griffins,Canisius,004a81,dda50f,True,2037,https://a.espncdn.com/i/teamlogos/ncaa/500/2099.png,13,2084,s:40~l:54~t:2084,Buffalo,Bulls,BUFF,Buffalo Bulls,Buffalo,041A9B,ebebeb,True,2107,https://a.espncdn.com/i/teamlogos/ncaa/500/2084.png,14,263142099,2007,2,,,,,,,,,,,,
263140338,s:40~l:54~e:263140338~c:263140338,2006-11-10T23:00Z,0,True,False,False,False,[],2006-11-10T23:00Z,0,N/A,0.0,0:00,3,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,2,338,s:40~l:54~t:338,Kennesaw State,Owls,KENN,Kennesaw State Owls,Kennesaw St,000000,fdbb30,True,2015,https://a.espncdn.com/i/teamlogos/ncaa/500/338.png,46,55,s:40~l:54~t:55,Jacksonville State,Gamecocks,JVST,Jacksonville State Gamecocks,J'Ville St,b50500,b5b7ba,True,2130,https://a.espncdn.com/i/teamlogos/ncaa/500/55.png,46,263140338,2007,2,OT,,,,,,,,,,,
263140333,s:40~l:54~e:263140333~c:263140333,2006-11-10T23:00Z,0,True,False,False,False,[],2006-11-10T23:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,333,s:40~l:54~t:333,Alabama,Crimson Tide,ALA,Alabama Crimson Tide,Alabama,690014,f1f2f3,True,1925,https://a.espncdn.com/i/teamlogos/ncaa/500/333.png,23,2535,s:40~l:54~t:2535,Samford,Bulldogs,SAM,Samford Bulldogs,Samford,005485,bc0023,True,2191,https://a.espncdn.com/i/teamlogos/ncaa/500/2535.png,24,263140333,2007,2,,,,,,,,,,,,
263140154,s:40~l:54~e:263140154~c:263140154,2006-11-10T23:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'WOMENS SPORTS FOUNDATION TR AT LEXINGTON KY'}]",2006-11-10T23:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,154,s:40~l:54~t:154,Wake Forest,Demon Deacons,WAKE,Wake Forest Demon Deacons,Wake Forest,9E7E38,000000,True,2120,https://a.espncdn.com/i/teamlogos/ncaa/500/154.png,2,84,s:40~l:54~t:84,Indiana,Hoosiers,IU,Indiana Hoosiers,Indiana,7D110C,eeedeb,True,2092,https://a.espncdn.com/i/teamlogos/ncaa/500/84.png,7,263140154,2007,2,,,,,,,,,,,,
263140059,s:40~l:54~e:263140059~c:263140059,2006-11-10T23:00Z,0,True,False,False,False,[],2006-11-10T23:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,59,s:40~l:54~t:59,Georgia Tech,Yellow Jackets,GT,Georgia Tech Yellow Jackets,Georgia Tech,00223e,002c56,True,2206,https://a.espncdn.com/i/teamlogos/ncaa/500/59.png,2,2382,s:40~l:54~t:2382,Mercer,Bears,MER,Mercer Bears,Mercer,ff7f29,080808,True,1974,https://a.espncdn.com/i/teamlogos/ncaa/500/2382.png,46,263140059,2007,2,,,,,,,,,,,,
263140050,s:40~l:54~e:263140050~c:263140050,2006-11-10T23:00Z,0,True,False,False,False,[],2006-11-10T23:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,50,s:40~l:54~t:50,Florida A&M,Rattlers,FAMU,Florida A&M Rattlers,FAMU,F89728,00843d,True,2205,https://a.espncdn.com/i/teamlogos/ncaa/500/50.png,16,2605,s:40~l:54~t:2605,St. Leo,St. Leo,STLEO,St. Leo,St. Leo,000000,,False,,https://a.espncdn.com/i/teamlogos/ncaa/500/2605.png,,263140050,2007,2,,,,,,,,,,,,
263142466,s:40~l:54~e:263142466~c:263142466,2006-11-10T23:45Z,0,True,False,False,False,[],2006-11-10T23:45Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2466,s:40~l:54~t:2466,Northwestern State,Lady Demons,NWST,Northwestern State Lady Demons,N'Western St,492F91,ed6118,True,1939,https://a.espncdn.com/i/teamlogos/ncaa/500/2466.png,25,2296,s:40~l:54~t:2296,Jackson State,Lady Tigers,JKST,Jackson State Lady Tigers,Jackson St,123297,b5b7ba,True,1945,https://a.espncdn.com/i/teamlogos/ncaa/500/2296.png,26,263142466,2007,2,,,,,,,,,,,,
263142747,s:40~l:54~e:263142747~c:263142747,2006-11-11T00:00Z,0,True,False,False,False,[],2006-11-11T00:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2747,s:40~l:54~t:2747,Wofford,Terriers,WOF,Wofford Terriers,Wofford,533B24,f0f0f0,True,5426,https://a.espncdn.com/i/teamlogos/ncaa/500/2747.png,24,2241,s:40~l:54~t:2241,Gardner-Webb,Runnin' Bulldogs,GWEB,Gardner-Webb Runnin' Bulldogs,Gardner-Webb,c12535,909090,True,2016,https://a.espncdn.com/i/teamlogos/ncaa/500/2241.png,46,263142747,2007,2,,,,,,,,,,,,
263142717,s:40~l:54~e:263142717~c:263142717,2006-11-11T00:00Z,0,True,False,False,False,[],2006-11-11T00:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2717,s:40~l:54~t:2717,Western Carolina,Catamounts,WCU,Western Carolina Catamounts,W Carolina,492F91,bf9e70,True,245,https://a.espncdn.com/i/teamlogos/ncaa/500/2717.png,24,2,s:40~l:54~t:2,Auburn,Tigers,AUB,Auburn Tigers,Auburn,03244d,f1f2f3,True,1953,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,23,263142717,2007,2,,,,,,,,,,,,
263142655,s:40~l:54~e:263142655~c:263142655,2006-11-11T00:00Z,0,True,False,False,False,[],2006-11-11T00:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2655,s:40~l:54~t:2655,Tulane,Green Wave,TULN,Tulane Green Wave,Tulane,005837,3baf29,True,2048,https://a.espncdn.com/i/teamlogos/ncaa/500/2655.png,11,2617,s:40~l:54~t:2617,Stephen F. Austin,Ladyjacks,SFA,Stephen F. Austin Ladyjacks,SF Austin,393996,bec0c2,True,2079,https://a.espncdn.com/i/teamlogos/ncaa/500/2617.png,30,263142655,2007,2,,,,,,,,,,,,
263142448,s:40~l:54~e:263142448~c:263142448,2006-11-11T00:00Z,0,True,False,False,False,[],2006-11-11T00:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2448,s:40~l:54~t:2448,North Carolina A&T,Aggies,NCAT,North Carolina A&T Aggies,NC A&T,0505aa,004684,True,2066,https://a.espncdn.com/i/teamlogos/ncaa/500/2448.png,16,56,s:40~l:54~t:56,Stetson,Hatters,STET,Stetson Hatters,Stetson,0a5640,56854e,True,2080,https://a.espncdn.com/i/teamlogos/ncaa/500/56.png,46,263142448,2007,2,,,,,,,,,,,,
263142405,s:40~l:54~e:263142405~c:263142405,2006-11-11T00:00Z,0,True,False,False,False,[],2006-11-11T00:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2405,s:40~l:54~t:2405,Monmouth,Hawks,MONM,Monmouth Hawks,Monmouth,051844,,True,2163,https://a.espncdn.com/i/teamlogos/ncaa/500/2405.png,19,242,s:40~l:54~t:242,Rice,Owls,RICE,Rice Owls,Rice,003D7D,d1d5d8,True,1902,https://a.espncdn.com/i/teamlogos/ncaa/500/242.png,11,263142405,2007,2,,,,,,,,,,,,
263142390,s:40~l:54~e:263142390~c:263142390,2006-11-11T00:00Z,0,True,False,False,False,[],2006-11-11T00:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2390,s:40~l:54~t:2390,Miami,Hurricanes,MIA,Miami Hurricanes,Miami,004325,f0f0f0,True,1985,https://a.espncdn.com/i/teamlogos/ncaa/500/2390.png,2,2247,s:40~l:54~t:2247,Georgia State,Panthers,GAST,Georgia State Panthers,Georgia State,1e539a,ebebeb,True,2057,https://a.espncdn.com/i/teamlogos/ncaa/500/2247.png,10,263142390,2007,2,,,,,,,,,,,,
263142368,s:40~l:54~e:263142368~c:263142368,2006-11-11T00:00Z,0,True,False,False,False,[],2006-11-11T00:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2368,s:40~l:54~t:2368,Marist,Red Foxes,MRST,Marist Red Foxes,Marist,e53730,f0f0f0,True,1934,https://a.espncdn.com/i/teamlogos/ncaa/500/2368.png,13,2619,s:40~l:54~t:2619,Stony Brook,Seawolves,STON,Stony Brook Seawolves,Stony Brook,990000,,True,2231,https://a.espncdn.com/i/teamlogos/ncaa/500/2619.png,1,263142368,2007,2,,,,,,,,,,,,
263142363,s:40~l:54~e:263142363~c:263142363,2006-11-11T00:00Z,0,True,False,False,False,[],2006-11-11T00:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2363,s:40~l:54~t:2363,Manhattan,Jaspers,MAN,Manhattan Jaspers,Manhattan,4f8537,b5b7ba,True,2062,https://a.espncdn.com/i/teamlogos/ncaa/500/2363.png,13,2507,s:40~l:54~t:2507,Providence,Friars,PROV,Providence Friars,Providence,000000,7d8082,True,4691,https://a.espncdn.com/i/teamlogos/ncaa/500/2507.png,4,263142363,2007,2,,,,,,,,,,,,
263142341,s:40~l:54~e:263142341~c:263142341,2006-11-11T00:00Z,0,True,False,False,False,[],2006-11-11T00:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2341,s:40~l:54~t:2341,LIU Brooklyn,Blackbirds,LIU,LIU Brooklyn Blackbirds,LIU Brooklyn,000000,f0f0f0,True,2140,https://a.espncdn.com/i/teamlogos/ncaa/500/2341.png,19,2612,s:40~l:54~t:2612,Saint Peter's,Peacocks,SPU,Saint Peter's Peacocks,Saint Peter's,004CC2,,True,1963,https://a.espncdn.com/i/teamlogos/ncaa/500/2612.png,13,263142341,2007,2,,,,,,,,,,,,
